NOME,PRODUTTORE,ANNO,PROVENIENZA,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
EQUIPE 5 BRUT,Equipe 5,,TRENTINO,"€7,50","€9,75",0,"€0,00"
EQUIPE 5 BRUT JEROBOAM,Equipe 5,,TRENTINO,"€50,00","€65,00",0,"€0,00"
EQUIPE 5 BRUT MAGNUM,Equipe 5,,TRENTINO,"€16,00","€20,80",0,"€0,00"
ERBALUCE,Il Chiosso,,PIEMONTE,"€6,90","€8,97",0,"€0,00"
ERBALUCE DI CALUSO,Cieck,,PIEMONTE,"€5,20","€6,76",0,"€0,00"
ERBALUCE PASSITO,Cieck,,PIEMONTE,"€11,50","€14,95",0,"€0,00"
ERENTZIA,Mussura,,SARDEGNA,"€10,75","€13,98",0,"€0,00"
ERUZIONE BIANCO,Planeta,,SICILIA,"€13,50","€17,55",0,"€0,00"
ERUZIONE NERELLO,Planeta,,SICILIA,"€13,50","€17,55",24,"€324,00"
ES PRIMITIVO,Fino,,PUGLIA,"€35,00","€45,50",0,"€0,00"
ES RED PRIMITIVO,Fino,,PUGLIA,"€65,00","€84,50",0,"€0,00"
ESINO BIANCO,Belisario,,MARCHE,"€2,10","€2,73",0,"€0,00"
ESINO ROSSO,Belisario,,MARCHE,"€2,20","€2,86",0,"€0,00"
ESPRIT,Giraud,,CHAMPAGNE,"€31,50","€40,95",0,"€0,00"
ESPRIT CHARDONNAY,Hesprit,,CHAMPAGNE,"€37,00","€48,10",0,"€0,00"
ESPRIT FOLLET MG,Crotta,,VALLE D'AOSTA,"€35,00","€45,50",0,"€0,00"
ESPRIT GRAN CRU CHARD+PINOT,Fuente Baron,,CHAMPAGNE,"€32,00","€41,60",0,"€0,00"
ESSENZIA,Royal Tokaji,,UNGHERIA,"€390,00","€507,00",0,"€0,00"
ETNA BIANCA PIANTA,Biondi Ciro,,SICILIA,"€22,00","€28,60",0,"€0,00"
ETNA BIANCO,Biondi Ciro,,SICILIA,"€11,95","€15,54",0,"€0,00"
ETNA BIANCO,Cottanera,,SICILIA,"€8,80","€11,44",0,"€0,00"
ETNA BIANCO,Fessina,,SICILIA,"€9,80","€12,74",0,"€0,00"
ETNA BIANCO,Idda,,SICILIA,"€21,00","€27,30",0,"€0,00"
ETNA BIANCO,Mandrarossa,,SICILIA,"€8,50","€11,05",6,"€51,00"
ETNA BIANCO,Murgo,,SICILIA,"€4,80","€6,24",0,"€0,00"
ETNA BIANCO,Palmento,,SICILIA,"€10,10","€13,13",0,"€0,00"
ETNA BIANCO,Raciti,,SICILIA,"€14,00","€18,20",0,"€0,00"
ETNA BIANCO,Firriato,,SICILIA,"€8,00","€10,40",6,"€48,00"
ETNA BIANCO,Tornatore,,SICILIA,"€11,00","€14,30",0,"€0,00"
ETNA BIANCO,Terre Nere,,SICILIA,"€20,50","€26,65",0,"€0,00"
ETNA BIANCO A PUDDARA,Fessina,,SICILIA,"€18,60","€24,18",0,"€0,00"
ETNA BIANCO NERINA,Russo,,SICILIA,"€22,00","€28,60",6,"€132,00"
ETNA BIANCO PIETRARIZZO,Tornatore,,SICILIA,"€16,80","€21,84",0,"€0,00"
ETNA BIANCO RAMPANTE,Vita Nova,,SICILIA,"€15,00","€19,50",30,"€450,00"
ETNA BIANCO RAMPANTE,Wiegner,,SICILIA,"€14,50","€18,85",0,"€0,00"
ETNA BIANCO SAN LORENZO,Rusoo,,SICILIA,"€40,00","€52,00",0,"€0,00"
ETNA BIANCO ZOTTORINOTTO,Tornatore,,SICILIA,"€18,80","€24,44",0,"€0,00"
ETNA NICHE MONTALTO,Terre Nere,2020,SICILIA,"€28,95","€37,64",0,"€0,00"
ETNA NICHE MONTALTO,Terre Nere,2021,SICILIA,"€28,00","€36,40",0,"€0,00"
ETNA ROSATO,Fessina,,SICILIA,"€9,90","€12,87",0,"€0,00"
ETNA ROSATO,Palmento,,SICILIA,"€10,10","€13,13",0,"€0,00"
ETNA ROSSO,Abbate Roberto,,SICILIA,"€22,00","€28,60",0,"€0,00"
ETNA ROSSO,Biondi Ciro,,SICILIA,"€11,95","€15,54",0,"€0,00"
ETNA ROSSO,Calabretta,,SICILIA,"€11,00","€14,30",0,"€0,00"
ETNA ROSSO,Cottanera,,SICILIA,"€9,80","€12,74",0,"€0,00"
ETNA ROSSO,Fessina,,SICILIA,"€9,80","€12,74",0,"€0,00"
ETNA ROSSO,Firriato,,SICILIA,"€8,00","€10,40",102,"€816,00"
ETNA ROSSO,Franchetti,,SICILIA,"€15,00","€19,50",0,"€0,00"
ETNA ROSSO,Idda,,SICILIA,"€21,00","€27,30",0,"€0,00"
ETNA ROSSO,Mandrarossa,,SICILIA,"€8,50","€11,05",0,"€0,00"
ETNA ROSSO,Murgo,,SICILIA,"€4,80","€6,24",0,"€0,00"
ETNA ROSSO,Orestiadi,,SICILIA,"€9,40","€12,22",0,"€0,00"
ETNA ROSSO,Palmento,,SICILIA,"€10,10","€13,13",0,"€0,00"
ETNA ROSSO,Tenuta Di Castellano,,SICILIA,"€11,00","€14,30",0,"€0,00"
ETNA ROSSO,Terre Nere,,SICILIA,"€19,10","€24,83",0,"€0,00"
ETNA ROSSO,Tornatore,,SICILIA,"€11,00","€14,30",0,"€0,00"
ETNA ROSSO,Vita Nova,,SICILIA,"€15,00","€19,50",30,"€450,00"
ETNA ROSSO,Raciti,,SICILIA,"€15,00","€19,50",0,"€0,00"
ETNA ROSSO A'RINAA,Russo,,SICILIA,"€16,50","€21,45",12,"€198,00"
ETNA ROSSO CALDERARA,Russo,,SICILIA,"€40,00","€52,00",0,"€0,00"
ETNA ROSSO CALDERARA,Tornatore,,SICILIA,"€36,00","€46,80",0,"€0,00"
ETNA ROSSO CONTRADA TRIMARCHISA,Tornatore,,SICILIA,"€30,00","€39,00",0,"€0,00"
ETNA ROSSO DOC,Vecchio Samperi,,SICILIA,"€20,60","€26,78",0,"€0,00"
ETNA ROSSO FEUDO DI MEZZO,Cottanera,,SICILIA,"€15,50","€20,15",0,"€0,00"
ETNA ROSSO FEUDO DI MEZZO,Russo,,SICILIA,"€40,00","€52,00",0,"€0,00"
ETNA ROSSO I MUSMECI,Fessina,,SICILIA,"€20,50","€26,65",0,"€0,00"
ETNA ROSSO LAVICO,Florio,,SICILIA,"€10,00","€13,00",12,"€120,00"
ETNA ROSSO MARIAELENA,Licciardello,,SICILIA,"€17,70","€23,01",0,"€0,00"
ETNA ROSSO NICHE SOTTANA,Terre Nere,,SICILIA,"€28,95","€37,64",0,"€0,00"
ETNA ROSSO SAN LORENZO,Russo,2020,SICILIA,"€38,00","€49,40",0,"€0,00"
ETNA ROSSO SAN LORENZO,Russo,2023,SICILIA,"€40,00","€52,00",6,"€240,00"
ETNA ROSSO SAN NICOLO,Biondi Ciro,,SICILIA,"€22,00","€28,60",0,"€0,00"
ETNA ROSSO SANTO SPIRITO,Terre Nere,,SICILIA,"€26,00","€33,80",0,"€0,00"
ETNA ROSSO SANTO SPIRITO,Terre Nere,2020,SICILIA,"€33,25","€43,23",0,"€0,00"
ETY TRENTO DOC EXTRA BRUT,Etyssa,2015,TRENTINO,"€14,50","€18,85",0,"€0,00"
EVIEN (MOSCATO SECCO),Ressia,,PIEMONTE,"€5,00","€6,50",0,"€0,00"
EWA,Walch Elena,,ALTO ADIGE,"€6,95","€9,04",0,"€0,00"
EXCELSIUS,Banfi,2013,TOSCANA,"€20,00","€26,00",0,"€0,00"
EXIL GEWURZTRAMINER,Barone De Pauli,,ALTO ADIGE,"€10,50","€13,65",0,"€0,00"
EXILISSI GEWURZTRAMINER,Barone De Pauli,2005,ALTO ADIGE,"€21,00","€27,30",0,"€0,00"
EXORDIUM FRIULANO,Il Carpino,,FRIULI VENEZIA GIULIA,"€17,50","€22,75",0,"€0,00"
EXTRA BRUT,Dorien,,CHAMPAGNE,"€39,50","€51,35",0,"€0,00"
EXTRA BRUT,Vadin-Plateau,,CHAMPAGNE,"€30,00","€39,00",0,"€0,00"
EXTRA BRUT,Vesselle,,CHAMPAGNE,"€23,00","€29,90",0,"€0,00"
EXTRA BRUT,Zanetti,,FRANCIACORTA,"€14,50","€18,85",0,"€0,00"
EXTRA BRUT,Faccoli,,LOMBARDIA,"€11,50","€14,95",0,"€0,00"
EXTRA BRUT,Camossi,,LOMBARDIA,"€11,60","€15,08",0,"€0,00"
EXTRA BRUT,La Montina,,LOMBARDIA,"€9,00","€11,70",0,"€0,00"
EXTRA BRUT,Due Gelsi,,LOMBARDIA,"€14,00","€18,20",0,"€0,00"
EXTRA BRUT,Giacosa Falletto,,PIEMONTE,"€17,30","€22,49",0,"€0,00"
EXTRA BRUT,Marcalberto,,PIEMONTE,"€15,80","€20,54",6,"€94,80"
EXTRA BRUT,Letrari,,TRENTINO,"€11,00","€14,30",0,"€0,00"
EXTRA BRUT BUVOLI TRE CLASSICO,Opificio Del Pinot Nero,,VENETO,"€17,50","€22,75",0,"€0,00"
EXTRA BRUT CHARDONNAY,Levii,,TRENTINO,"€11,00","€14,30",0,"€0,00"
EXTRA BRUT CLOS CAZALES,Cazales,2012,CHAMPAGNE,"€99,00","€128,70",0,"€0,00"
EXTRA BRUT FRANCIACORTA,Ricci Curbastro,,LOMBARDIA,"€10,00","€13,00",0,"€0,00"
EXTRA BRUT IL VIAGGIO B/B,Garbarino,,PIEMONTE,"€15,30","€19,89",6,"€91,80"
EXTRA BRUT LA CROIX S.LADRE,Colin,,CHAMPAGNE,"€65,00","€84,50",0,"€0,00"
EXTRA BRUT LES PROLES,Colin,,CHAMPAGNE,"€80,00","€104,00",0,"€0,00"
EXTRA BRUT MAGNUM,Camossi,,LOMBARDIA,"€22,50","€29,25",0,"€0,00"
EXTRA BRUT MAGNUM,Faccoli,,LOMBARDIA,"€25,10","€32,63",0,"€0,00"
EXTRA BRUT MAGNUM,Giacosa Falletto,,PIEMONTE,,"€0,00",0,"€0,00"
EXTRA BRUT MAR.,Bereche,,CHAMPAGNE,"€39,00","€50,70",0,"€0,00"
EXTRA BRUT METONYMIE,Lejeune,,CHAMPAGNE,"€28,10","€36,53",0,"€0,00"
EXTRA BRUT PALAZZO LANA,Berlucchi,,LOMBARDIA,"€19,80","€25,74",0,"€0,00"
EXTRA BRUT PREMIER CRU,Renald,,CHAMPAGNE,"€18,00","€23,40",30,"€540,00"
EXTRA BRUT PREMIER CRU MAGNUM,Renald,,CHAMPAGNE,"€38,00","€49,40",6,"€228,00"
EXTRA BRUT ROSÈ,Rousseaux Jacques,,CHAMPAGNE,"€34,00","€44,20",0,"€0,00"
EXTRA BRUT ROSÈ,Mas Dei Chini,,TRENTINO,"€13,25","€17,23",12,"€159,00"
EXTRA BRUT ROSÈ,Opificio Del Pinot Nero,,VENETO,"€28,00","€36,40",0,"€0,00"
EXTRA BRUT TRENTO DOC,San Michael,,TRENTINO,"€11,80","€15,34",0,"€0,00"
EXTRA DRAY MARAI DE MARAI,Foss-Marai,,VENETO,"€4,85","€6,31",0,"€0,00"
EXTRABRUT,Ferghettina,,LOMBARDIA,"€17,50","€22,75",0,"€0,00"
EXTRABRUT,Col Vetoraz,,VENETO,"€9,76","€12,69",72,"€702,72"
EXTRE BRUT,Ledru,,CHAMPAGNE,"€30,00","€39,00",0,"€0,00"
F NEGROAMARO,San Marzano,,PUGLIA,"€14,40","€18,72",12,"€172,80"
FALANGHINA,Mastroberardino,,CAMPANIA,"€6,40","€8,32",30,"€192,00"
FALANGHINA,Svelato,,CAMPANIA,"€7,60","€9,88",0,"€0,00"
FALANGHINA,Vigne Lante,,CAMPANIA,"€2,20","€2,86",0,"€0,00"
FALANGHINA,Vigne Sannite,,CAMPANIA,"€2,20","€2,86",0,"€0,00"
FALANGHINA,Fontanavecchia,2021,CAMPANIA,"€6,50","€8,45",0,"€0,00"
FALANGHINA,Terredora,2009,CAMPANIA,"€5,00","€6,50",0,"€0,00"
FALANGHINA BENEVENTANO,Io,2021,CAMPANIA,"€6,00","€7,80",0,"€0,00"
FALANGHINA IGP,La Guardiense,,CAMPANIA,"€2,40","€3,12",0,"€0,00"
FALANGHINA SELEZIONE,La Guardiense,,CAMPANIA,"€5,50","€7,15",0,"€0,00"
FALANGHINA TABURNO,Cantina Del Taburno,,CAMPANIA,"€4,25","€5,53",0,"€0,00"
FALCONE,Rivera,,PUGLIA,"€8,70","€11,31",0,"€0,00"
FALCONERA MERLOT,Venegazzù,,VENETO,"€6,50","€8,45",0,"€0,00"
FALCONERO BIANCO,Madonna Alta,,UMBRIA,"€2,50","€3,25",0,"€0,00"
FALCONERO ROSSO (SAMG+MERLO),Madonna Alta,,UMBRIA,"€2,50","€3,25",0,"€0,00"
FALERIO,Cantina Offida,,MARCHE,"€2,30","€2,99",0,"€0,00"
FALERNO BIANCO,Villa Matilde,,CAMPANIA,"€7,00","€9,10",0,"€0,00"
FALERNO DEL M. ROSSO,Villa Matilde,,CAMPANIA,"€5,70","€7,41",0,"€0,00"
FALERNO DEL M.BIANCO,Villa Matilde,,CAMPANIA,"€4,80","€6,24",0,"€0,00"
FALERNO ROSSO,Villa Matilde,,CAMPANIA,"€7,00","€9,10",0,"€0,00"
FARA,Il Chiosso,,PIEMONTE,"€9,20","€11,96",0,"€0,00"
FARO,Palari,2007,SICILIA,"€22,00","€28,60",0,"€0,00"
FARO MAG,Palari,,SICILIA,"€52,00","€67,60",0,"€0,00"
FAUSTO,Spolert,,FRIULI VENEZIA GIULIA,"€13,00","€16,90",0,"€0,00"
FAVINIA PASSULE ZIBIBBO,Firriato,,SICILIA,"€16,00","€20,80",0,"€0,00"
FAVORITA,Bel Colle,,PIEMONTE,"€5,00","€6,50",0,"€0,00"
FELDMARSCHALL,Tiefenbrunner,,ALTO ADIGE,"€28,00","€36,40",0,"€0,00"
FERRARI GIULIO ROSÈ,Ferrari,,TRENTINO,"€135,00","€175,50",0,"€0,00"
FERRARI PERLE NERO,Ferrari,,TRENTINO,"€37,00","€48,10",0,"€0,00"
FEUDO DI MEZZO,Terre Nere,2020,SICILIA,"€35,26","€45,84",0,"€0,00"
FEUDO DI MEZZO,Terre Nere,2021,SICILIA,"€35,00","€45,50",0,"€0,00"
FEUDO DI MEZZO,Terre Nere,2022,SICILIA,"€37,00","€48,10",6,"€222,00"
FEUDO DI MEZZO,Terre Nere,2013,SICILIA,"€28,00","€36,40",0,"€0,00"
FIAMMA INFERNO,Ar.Pe.Pe,,LOMBARDIA,"€21,00","€27,30",0,"€0,00"
FIAMMATO,Miceli,,SICILIA,"€4,70","€6,11",0,"€0,00"
FIANO,Molettieri,,BASILICATA,"€9,89","€12,86",0,"€0,00"
FIANO,Marsella,,CAMPANIA,"€14,20","€18,46",0,"€0,00"
FIANO,Terredora,,CAMPANIA,"€5,90","€7,67",0,"€0,00"
FIANO,Vadiaperti,,CAMPANIA,"€5,60","€7,28",0,"€0,00"
FIANO,Villa Raiano,,CAMPANIA,"€7,10","€9,23",0,"€0,00"
FIANO,Marsella,2011,CAMPANIA,"€36,00","€46,80",0,"€0,00"
FIANO AIPIERTI,Vadiaperti,,CAMPANIA,"€12,00","€15,60",0,"€0,00"
FIANO ALIMATA,Villa Raiano,,CAMPANIA,"€11,50","€14,95",0,"€0,00"
FIANO AVELLINO,Ferrara Benito,,CAMPANIA,"€13,00","€16,90",6,"€78,00"
FIANO BECHÀR,Caggiano,,CAMPANIA,"€8,25","€10,73",0,"€0,00"
FIANO DI AVELLINO,Amarano,,CAMPANIA,"€8,50","€11,05",0,"€0,00"
FIANO DI AVELLINO,Scuotto,2018,CAMPANIA,"€7,40","€9,62",0,"€0,00"
FIANO EXULTET,Quintodecimo,,CAMPANIA,"€21,00","€27,30",0,"€0,00"
FIANO IGT,Mandrarossa,,SICILIA,"€3,50","€4,55",0,"€0,00"
FIANO RADICI,Mastroberardino,,CAMPANIA,"€8,50","€11,05",30,"€255,00"
FIANO SANNIO,La Guardiense,,CAMPANIA,"€2,80","€3,64",0,"€0,00"
FIANO STILEMA,Mastroberardino,,CAMPANIA,"€24,00","€31,20",0,"€0,00"
FICHIMORI,Tormaresca,,PUGLIA,"€5,50","€7,15",0,"€0,00"
FIDELE BLANC DE NOIR,Vouette,,CHAMPAGNE,"€43,80","€56,94",0,"€0,00"
FINISTERRE (ALICANTE+SHIRAZ),Poggio Argentiera,,TOSCANA,"€20,00","€26,00",0,"€0,00"
FIOR D'ARANCIO,La Montecchia,,VENETO,"€6,50","€8,45",0,"€0,00"
FIORANO BIANCO,Fiorano,,LAZIO,"€28,00","€36,40",0,"€0,00"
FIORANO ROSSO,Fiorano,,LAZIO,"€40,00","€52,00",0,"€0,00"
FIORE D'UVA,Cuomo Marisa,2021,CAMPANIA,"€36,00","€46,80",0,"€0,00"
FIORE D'UVA,Cuomo Marisa,2023,CAMPANIA,"€39,00","€50,70",0,"€0,00"
FIORESE,Garofoli,2003,MARCHE,"€9,00","€11,70",0,"€0,00"
FIORI D'ARANCIO PASSITO,Cà Lustra,,VENETO,"€14,00","€18,20",0,"€0,00"
FIORI D'UVA,Buffa,,SICILIA,"€6,20","€8,06",0,"€0,00"
FIVE ROSES,Leone De Castris,,PUGLIA,"€7,40","€9,62",0,"€0,00"
FIXIN 1CRU LES HERVELETS,Derey,,FRANCIA,"€47,00","€61,10",0,"€0,00"
FLACIANELLO,Fontodi,2014,TOSCANA,"€39,00","€50,70",0,"€0,00"
FLACIANELLO,Fontodi,2015,TOSCANA,"€40,00","€52,00",0,"€0,00"
FLACIANELLO,Fontodi,2016,TOSCANA,"€52,00","€67,60",0,"€0,00"
FLACIANELLO DM,Fontodi,,TOSCANA,"€146,00","€189,80",0,"€0,00"
FLACIANELLO MAGNUM,Fontodi,2015,TOSCANA,"€84,00","€109,20",0,"€0,00"
FLEIN SAUVIGNON,Cortaccia,,ALTO ADIGE,"€8,50","€11,05",0,"€0,00"
FLEUR DE CHAMP,Duval Leroy,,CHAMPAGNE,"€26,00","€33,80",0,"€0,00"
FLEUR DE PASSION,Diebolt-Vallois,,FRANCIA,"€96,00","€124,80",0,"€0,00"
FLOR DE VIS,Vie Di Romans,2010,FRIULI VENEZIA GIULIA,"€16,50","€21,45",24,"€396,00"
FOEHN ROSSO,Cave Monaja,,VALLE D'AOSTA,"€19,00","€24,70",0,"€0,00"
FONTALLORO,Felsina,,TOSCANA,"€35,00","€45,50",0,"€0,00"
FONTALLORO MAGNUM,Felsina,2013,TOSCANA,"€44,50","€57,85",0,"€0,00"
FONTANELLE,Banfi,,TOSCANA,"€7,00","€9,10",0,"€0,00"
FONTANIN,Livia Fontana,2018,PIEMONTE,"€23,00","€29,90",0,"€0,00"
FONTEGALLI,Lavacchio,2004,TOSCANA,"€12,50","€16,25",0,"€0,00"
FORASTERA ISCHIA,Cenatiempo,,CAMPANIA,"€10,60","€13,78",0,"€0,00"
FORIERE,La Mancina,,EMILIA ROMAGNA,"€5,40","€7,02",0,"€0,00"
FORTI TERRE DI SICILIA BIANCO,Cantina Di Trapani,,SICILIA,"€3,30","€4,29",0,"€0,00"
FRÀ EVARISTO,Conventino,,MARCHE,"€8,40","€10,92",0,"€0,00"
FRÀ GIOCONDO OLIO,Conventino,,MARCHE,"€10,00","€13,00",0,"€0,00"
FRACCIAROSSA SPUMANTE ROSATO,Frecciarossa,,LOMBARDIA,"€12,50","€16,25",30,"€375,00"
FRANCIACORTA BLANC DE NOIR EXTRA B,La Valle,,LOMBARDIA,"€16,00","€20,80",0,"€0,00"
FRANCIACORTA BRUT,Bariselli,,LOMBARDIA,"€12,50","€16,25",0,"€0,00"
FRANCIACORTA BRUT,Bariselli F.Lli,,LOMBARDIA,"€14,30","€18,59",0,"€0,00"
FRANCIACORTA BRUT,Cola,,LOMBARDIA,"€8,10","€10,53",0,"€0,00"
FRANCIACORTA BRUT,Francacontea,,LOMBARDIA,"€7,00","€9,10",0,"€0,00"
FRANCIACORTA BRUT,La Montina,,LOMBARDIA,"€8,50","€11,05",0,"€0,00"
FRANCIACORTA BRUT,La Valle,,LOMBARDIA,"€10,60","€13,78",0,"€0,00"
FRANCIACORTA BRUT,Tenuta Ambrosini,,LOMBARDIA,"€11,70","€15,21",0,"€0,00"
FRANCIACORTA BRUT,Cavalleri,,LOMBARDIA,"€17,15","€22,30",36,"€617,40"
FRANCIACORTA BRUT MILL.,Cavalleri,2001,LOMBARDIA,"€16,50","€21,45",0,"€0,00"
FRANCIACORTA BUT,Bosio,,LOMBARDIA,"€13,80","€17,94",0,"€0,00"
FRANCIACORTA COLLEZIONE,Cavalleri,2013,LOMBARDIA,"€38,00","€49,40",0,"€0,00"
FRANCIACORTA D. Z.,Francacontea,,LOMBARDIA,"€8,50","€11,05",0,"€0,00"
FRANCIACORTA MAGNUM,Cavalleri,,LOMBARDIA,"€37,00","€48,10",3,"€111,00"
FRANCIACORTA MAGNUM,Francacontea,,LOMBARDIA,"€15,00","€19,50",0,"€0,00"
FRANCIACORTA MAGNUM,La Montina,,LOMBARDIA,"€16,80","€21,84",0,"€0,00"
FRANCIACORTA MILLESIMATO,La Montina,,LOMBARDIA,"€18,00","€23,40",0,"€0,00"
FRANCIACORTA NON DOSATO,Bariselli F.Lli,,LOMBARDIA,"€17,80","€23,14",0,"€0,00"
FRANCIACORTA PAS DOSÈ,Cavalleri,,LOMBARDIA,"€21,60","€28,08",24,"€518,40"
FRANCIACORTA ROSÈ,Bariselli F.Lli,,LOMBARDIA,"€18,60","€24,18",0,"€0,00"
FRANCIACORTA ROSÈ,Cavalleri,,LOMBARDIA,"€22,20","€28,86",6,"€133,20"
FRANCIACORTA SATEN,Bariselli,,LOMBARDIA,"€13,00","€16,90",0,"€0,00"
FRANCIACORTA SATEN,Cavalleri,,LOMBARDIA,"€21,60","€28,08",12,"€259,20"
FRANCIACORTA SATEN,Cola,,LOMBARDIA,"€9,60","€12,48",0,"€0,00"
FRANCIACORTA SATEN,Francacontea,,LOMBARDIA,"€10,00","€13,00",0,"€0,00"
FRANCIACORTA SATEN,Tenuta Ambrosini,,LOMBARDIA,"€13,80","€17,94",0,"€0,00"
FRANCONIA,Micossi,,FRIULI VENEZIA GIULIA,"€6,50","€8,45",0,"€0,00"
FRANCONTEA JEROBOAM,Francacontea,,LOMBARDIA,"€101,25","€131,63",0,"€0,00"
FRAPPATO,Cos,,SICILIA,"€8,00","€10,40",0,"€0,00"
FRAPPATO,Gurrieri,,SICILIA,"€7,00","€9,10",0,"€0,00"
FRAPPATO,Mandrarossa,,SICILIA,"€4,80","€6,24",18,"€86,40"
FRAPPATO,Occhipinti,,SICILIA,"€14,65","€19,05",0,"€0,00"
FRAPPATO,Valle Acate,,SICILIA,"€5,00","€6,50",0,"€0,00"
FRASCATI,De Santis,,LAZIO,"€5,85","€7,61",0,"€0,00"
FRASCATI,Oivella'L,,LAZIO,"€5,20","€6,76",0,"€0,00"
FRASCATI,Rossi Di Medelana,,LAZIO,"€6,90","€8,97",0,"€0,00"
FRASSITELLI,D'Ambra,,CAMPANIA,"€8,05","€10,47",0,"€0,00"
FRATTA ROSSOIGT,Maculan,2003,VENETO,"€23,25","€30,23",0,"€0,00"
FREELY BIANCO,Cantina Monti,,SARDEGNA,"€4,50","€5,85",0,"€0,00"
FREELY ROSSO,Cantina Monti,,SARDEGNA,"€4,50","€5,85",0,"€0,00"
FREISA,Burlotto,,PIEMONTE,"€12,00","€15,60",0,"€0,00"
FREISA KYE,Vajra,,PIEMONTE,"€17,00","€22,10",0,"€0,00"
FREISA TOETTO,Mascarello G.,,PIEMONTE,"€16,00","€20,80",0,"€0,00"
FREISA TOETTO,Mascarello G.,2021,PIEMONTE,"€20,00","€26,00",8,"€160,00"
FRIULANO,Anzelin,,FRIULI VENEZIA GIULIA,"€6,00","€7,80",0,"€0,00"
FRIULANO,Attems,,FRIULI VENEZIA GIULIA,"€4,50","€5,85",0,"€0,00"
FRIULANO,Blazic,,FRIULI VENEZIA GIULIA,"€5,20","€6,76",0,"€0,00"
FRIULANO,Borgo Conventi,,FRIULI VENEZIA GIULIA,"€3,75","€4,88",0,"€0,00"
FRIULANO,Brandolin,,FRIULI VENEZIA GIULIA,"€7,50","€9,75",24,"€180,00"
FRIULANO,Cadibon,,FRIULI VENEZIA GIULIA,"€7,20","€9,36",0,"€0,00"
FRIULANO,Castello Di Buttrio,,FRIULI VENEZIA GIULIA,"€8,00","€10,40",0,"€0,00"
FRIULANO,Cormons,,FRIULI VENEZIA GIULIA,"€4,10","€5,33",0,"€0,00"
FRIULANO,Gigante,,FRIULI VENEZIA GIULIA,"€8,20","€10,66",0,"€0,00"
FRIULANO,Guerra,,FRIULI VENEZIA GIULIA,"€6,30","€8,19",0,"€0,00"
FRIULANO,Isola Augusta,,FRIULI VENEZIA GIULIA,"€4,00","€5,20",0,"€0,00"
FRIULANO,La Boatina,,FRIULI VENEZIA GIULIA,"€4,05","€5,27",0,"€0,00"
FRIULANO,La Castellada,,FRIULI VENEZIA GIULIA,"€16,00","€20,80",0,"€0,00"
FRIULANO,La Rajade,,FRIULI VENEZIA GIULIA,"€6,70","€8,71",0,"€0,00"
FRIULANO,La Slcusa,,FRIULI VENEZIA GIULIA,"€4,00","€5,20",0,"€0,00"
FRIULANO,La Viarte,,FRIULI VENEZIA GIULIA,"€7,10","€9,23",0,"€0,00"
FRIULANO,Pascolo,,FRIULI VENEZIA GIULIA,"€9,60","€12,48",0,"€0,00"
FRIULANO,Picech,,FRIULI VENEZIA GIULIA,"€8,30","€10,79",0,"€0,00"
FRIULANO,Primosic,,FRIULI VENEZIA GIULIA,"€10,00","€13,00",0,"€0,00"
FRIULANO,Princic,,FRIULI VENEZIA GIULIA,"€15,50","€20,15",0,"€0,00"
FRIULANO,Ronc Platat,,FRIULI VENEZIA GIULIA,"€15,00","€19,50",0,"€0,00"
FRIULANO,Ronchi Di M.,,FRIULI VENEZIA GIULIA,"€5,70","€7,41",0,"€0,00"
FRIULANO,Ronco Blanchis,,FRIULI VENEZIA GIULIA,"€8,00","€10,40",0,"€0,00"
FRIULANO,Sgubbin,,FRIULI VENEZIA GIULIA,"€9,50","€12,35",30,"€285,00"
FRIULANO,Simon Di Brazzan,,FRIULI VENEZIA GIULIA,"€8,50","€11,05",0,"€0,00"
FRIULANO,Specogna,,FRIULI VENEZIA GIULIA,"€9,30","€12,09",24,"€223,20"
FRIULANO,Spolert,,FRIULI VENEZIA GIULIA,"€7,00","€9,10",0,"€0,00"
FRIULANO,Tiare,,FRIULI VENEZIA GIULIA,"€10,10","€13,13",42,"€424,20"
FRIULANO,Venica,,FRIULI VENEZIA GIULIA,"€11,00","€14,30",42,"€462,00"
FRIULANO,Villa Chiopris,,FRIULI VENEZIA GIULIA,"€3,40","€4,42",0,"€0,00"
FRIULANO,Villa Dugo,,FRIULI VENEZIA GIULIA,"€4,30","€5,59",0,"€0,00"
FRIULANO,Villa Russiz,,FRIULI VENEZIA GIULIA,"€8,00","€10,40",0,"€0,00"
FRIULANO,Volpe Pasini,,FRIULI VENEZIA GIULIA,"€7,50","€9,75",0,"€0,00"
FRIULANO,Vosca,,FRIULI VENEZIA GIULIA,"€6,80","€8,84",0,"€0,00"
FRIULANO,Zorzettig,,FRIULI VENEZIA GIULIA,"€9,55","€12,42",0,"€0,00"
FRIULANO,Humar,,FRIULI VENEZIA GIULIA,"€5,35","€6,96",0,"€0,00"
FRIULANO,Stocco,,FRIULI VENEZIA GIULIA,"€4,30","€5,59",0,"€0,00"
FRIULANO,Tercic,,FRIULI VENEZIA GIULIA,"€8,60","€11,18",0,"€0,00"
FRIULANO,Sturm,2022,FRIULI VENEZIA GIULIA,"€9,20","€11,96",0,"€0,00"
FRIULANO,Venegazzu,,VENETO,"€8,00","€10,40",0,"€0,00"
FRIULANO MACERATO,Simon Di Brazzan,,FRIULI VENEZIA GIULIA,"€15,00","€19,50",0,"€0,00"
