NOME,PRODUTTORE,ANNO,PROVENIENZA,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
FRIULANO MAGNUM,Gradisciutta,,FRIULI VENEZIA GIULIA,"€12,00","€15,60",0,"€0,00"
FRIULANO MAPPALE,Specogna,,FRIULI VENEZIA GIULIA,"€75,00","€97,50",0,"€0,00"
FRIULANO NORMALE,Il Carpino,2020,FRIULI VENEZIA GIULIA,"€9,70","€12,61",18,"€174,60"
FRIULANO SAN PIETRO,I Clivi,2013,FRIULI VENEZIA GIULIA,"€8,00","€10,40",0,"€0,00"
FRIULANO SUBIDA,Due Monte,,FRIULI VENEZIA GIULIA,"€18,60","€24,18",0,"€0,00"
FROMBOLIERE,Orgosolo,,SARDEGNA,"€8,50","€11,05",0,"€0,00"
FUMAIO IGT,Banfi,,TOSCANA,"€2,70","€3,51",0,"€0,00"
FUMIN,Anselmet,,VALLE D'AOSTA,"€14,50","€18,85",0,"€0,00"
FUMIN,Crotta,,VALLE D'AOSTA,"€9,20","€11,96",0,"€0,00"
FUMIN,Noussan,,VALLE D'AOSTA,"€12,40","€16,12",0,"€0,00"
FURIA,Tormaresca,,PUGLIA,"€15,00","€19,50",0,"€0,00"
FURIA MAGNUM,Tormaresca,,PUGLIA,"€32,00","€41,60",0,"€0,00"
FURIA MAGNUM,Tormaresca,,PUGLIA,"€32,20","€41,86",0,"€0,00"
FURORE,Cuomo Marisa,,CAMPANIA,"€16,00","€20,80",0,"€0,00"
FURORE ROSSO,Cuomo Marisa,,CAMPANIA,"€10,20","€13,26",0,"€0,00"
FUSION BRUT,Giorgi,,LOMBARDIA,"€9,00","€11,70",0,"€0,00"
G. VELTLINER,Sepp Moser,,,"€9,00","€11,70",0,"€0,00"
GABUTTI,Boasso,,PIEMONTE,"€22,00","€28,60",0,"€0,00"
GAJA-REY 05 MG,Gaja,,PIEMONTE,"€130,00","€169,00",0,"€0,00"
GAJA-REY 14,Gaja,,PIEMONTE,"€95,00","€123,50",0,"€0,00"
GAJA-REY 17,Gaja,,PIEMONTE,"€135,00","€175,50",0,"€0,00"
GAJA-REY 20,Gaja,,PIEMONTE,"€166,00","€215,80",0,"€0,00"
GALATRONA,Petrolo,2004,TOSCANA,"€45,00","€58,50",0,"€0,00"
GALATRONA,Petrolo,2005,TOSCANA,"€47,50","€61,75",0,"€0,00"
GALATRONA,Petrolo,2015,TOSCANA,"€61,00","€79,30",0,"€0,00"
GALATRONA,Petrolo,2016,TOSCANA,"€61,00","€79,30",0,"€0,00"
GALATRONA,Petrolo,2022,TOSCANA,"€83,50","€108,55",0,"€0,00"
GALATRONA,Petrolo,2007,TOSCANA,"€58,00","€75,40",0,"€0,00"
GALATRONA MAGNUM,Petrolo,2015,TOSCANA,"€132,00","€171,60",0,"€0,00"
GALATRONA MAGNUM,Petrolo,2016,TOSCANA,"€133,00","€172,90",1,"€133,00"
GAME OVER UVA GAMERET,Montel Benoit,,FRANCIA,"€19,00","€24,70",0,"€0,00"
GARBERIA ROSSO,San Valentino,,EMILIA ROMAGNA,"€2,15","€2,80",0,"€0,00"
GARGANEGA,Cantina Custoza,,VENETO,"€1,90","€2,47",0,"€0,00"
GARRONE,Odoardi,2000,CALABRIA,"€14,00","€18,20",0,"€0,00"
GARRUBA BIANCO,Garruba,,CALABRIA,"€5,00","€6,50",0,"€0,00"
GARRUBA IMPERATOR,Garruba,,CALABRIA,"€6,00","€7,80",0,"€0,00"
GARRUBA ROSATO,Garruba,,CALABRIA,"€3,00","€3,90",0,"€0,00"
GARRUBA ROSSO,Garruba,,SICILIA,"€3,00","€3,90",0,"€0,00"
GATINERA,Fontanafredda,,PIEMONTE,"€13,50","€17,55",0,"€0,00"
GATINOIS BRUT,Gatinois,2005,CHAMPAGNE,"€32,00","€41,60",0,"€0,00"
GATINOIS BRUT G.C,Gatinois,,CHAMPAGNE,"€27,00","€35,10",0,"€0,00"
GATINOIS MAGNUM,Gatinois,,CHAMPAGNE,"€53,00","€68,90",0,"€0,00"
GATTINARA,Dessilani,,PIEMONTE,"€15,00","€19,50",0,"€0,00"
GATTINARA,Nervi,,PIEMONTE,"€35,00","€45,50",0,"€0,00"
GATTINARA,Travaglini,,PIEMONTE,"€17,90","€23,27",0,"€0,00"
GATTINARA,Il Chiosso,2015,PIEMONTE,"€15,60","€20,28",0,"€0,00"
GATTINARA,Anzivino,2019,PIEMONTE,"€15,90","€20,67",0,"€0,00"
GATTINARA RISERVA,Il Chiosso,2015,PIEMONTE,"€24,00","€31,20",0,"€0,00"
GATTINARA RISERVA,Travaglini,,PIEMONTE,"€27,00","€35,10",0,"€0,00"
GATTINARA TRE VIGNE,Travaglini,,PIEMONTE,"€24,00","€31,20",6,"€144,00"
GATTINARA VIGNA MOLSINO,Nervi,,PIEMONTE,"€75,00","€97,50",1,"€75,00"
GAUDIUM,Cà Salina,,VENETO,"€3,20","€4,16",48,"€153,60"
GAVI,Terre Di Barolo,,PIEMONTE,"€3,00","€3,90",0,"€0,00"
GAVI,Carretta,2009,PIEMONTE,"€4,00","€5,20",0,"€0,00"
GAVI BIODINAMICO,San Pietro,,PIEMONTE,"€6,80","€8,84",0,"€0,00"
GAVI ETICHETTA BIANCA,La Scolca,,PIEMONTE,"€7,20","€9,36",12,"€86,40"
GAVI ETICHETTA GIALLA,La Mesma,,PIEMONTE,"€6,60","€8,58",0,"€0,00"
GAVI LA MEIRANA,Broglia,,PIEMONTE,"€5,60","€7,28",0,"€0,00"
GAVI LE ROSE,La Mesma,,PIEMONTE,"€4,70","€6,11",12,"€56,40"
GAVI RISERVA,La Raia,,PIEMONTE,"€7,80","€10,14",0,"€0,00"
GAVI RISERVA,La Scolca,,PIEMONTE,"€14,70","€19,11",36,"€529,20"
GEBI BIANCO,Statti,,CALABRIA,"€2,30","€2,99",0,"€0,00"
GEBI ROSSO,Statti,,CALABRIA,"€2,30","€2,99",0,"€0,00"
GELSO ROSA,I Gelsi,,CAMPANIA,"€4,90","€6,37",0,"€0,00"
GELSO ROSSO AGLIANICO,I Gelsi,,CAMPANIA,"€4,90","€6,37",18,"€88,20"
GENTHILOMME,Lenoble,1990,CHAMPAGNE,"€175,00","€227,50",1,"€175,00"
GEOFFROY VOLUPTÈ,Geoffrey,,CHAMPAGNE,"€36,00","€46,80",0,"€0,00"
GEVREI CHAMBERTIN,Poitel,,FRANCIA,"€69,00","€89,70",,"€0,00"
GEVREY CHAMBERTIN,Derey,2022,FRANCIA,"€45,00","€58,50",0,"€0,00"
GEVREY CHAMBERTIN,Goichot,,FRANCIA,"€40,00","€52,00",12,"€480,00"
GEVREY CHAMBERTIN,Guellec Ducouet,,FRANCIA,"€57,50","€74,75",0,"€0,00"
GEVREY CHAMBERTIN,Heresztyn,,FRANCIA,"€67,50","€87,75",0,"€0,00"
GEVREY CHAMBERTIN PREMIER CRU,Goichot,,FRANCIA,"€65,00","€84,50",0,"€0,00"
GEVREY-CHAMBARTIN,Clair B,,FRANCIA,"€52,00","€67,60",0,"€0,00"
GEVREY-CHAMBERTIN,Bouchard,,FRANCIA,"€23,00","€29,90",0,"€0,00"
GEVREY-CHAMBERTIN LES CAZETIERES,Bouchard,,FRANCIA,"€63,00","€81,90",0,"€0,00"
GEVREY-CHAMBERTIN LES CAZETIERS,Bouchard,2007,FRANCIA,"€45,00","€58,50",0,"€0,00"
GEVREY-CHAMBERTIN MAGNUM,Bouchard,,FRANCIA,"€39,00","€50,70",0,"€0,00"
GEVRY CHAMBARTIN,Borgogna,,FRANCIA,"€160,00","€208,00",0,"€0,00"
"GEW ""EPOKALE""",Tramin,2016,ALTO ADIGE,"€110,00","€143,00",0,"€0,00"
"GEW ""EPOKALE""",Tramin,2017,ALTO ADIGE,"€110,00","€143,00",2,"€220,00"
GEWURZ PASSITO,Colterenzio,,ALTO ADIGE,"€16,00","€20,80",0,"€0,00"
GEWURZTRAMINER,Cantina Di Bolzano,,ALTO ADIGE,"€5,10","€6,63",0,"€0,00"
GEWURZTRAMINER,Cortaccia,,ALTO ADIGE,"€9,00","€11,70",0,"€0,00"
GEWURZTRAMINER,Kuenhof,,ALTO ADIGE,"€9,60","€12,48",0,"€0,00"
GEWURZTRAMINER,Muri Gries,,ALTO ADIGE,"€5,70","€7,41",0,"€0,00"
GEWURZTRAMINER,Nals -Magreid,,ALTO ADIGE,"€7,70","€10,01",0,"€0,00"
GEWURZTRAMINER,Nossing,,ALTO ADIGE,"€9,90","€12,87",0,"€0,00"
GEWURZTRAMINER,Pacherof,,ALTO ADIGE,"€11,60","€15,08",0,"€0,00"
GEWURZTRAMINER,Pfitscher,,ALTO ADIGE,"€7,60","€9,88",0,"€0,00"
GEWURZTRAMINER,Pliger-Kuen-Hof,,ALTO ADIGE,"€12,95","€16,84",0,"€0,00"
GEWURZTRAMINER,Stoass,,ALTO ADIGE,"€7,60","€9,88",0,"€0,00"
GEWURZTRAMINER,Tramin,,ALTO ADIGE,"€8,30","€10,79",12,"€99,60"
GEWURZTRAMINER,Valle Isarco,,ALTO ADIGE,"€8,00","€10,40",24,"€192,00"
GEWURZTRAMINER,Walch Elena,,ALTO ADIGE,"€14,95","€19,44",0,"€0,00"
GEWURZTRAMINER,Zemmer,,ALTO ADIGE,"€7,00","€9,10",0,"€0,00"
GEWURZTRAMINER,Abb.Novacella,,ALTO ADIGE,"€9,00","€11,70",18,"€162,00"
GEWURZTRAMINER,Falkestein,,ALTO ADIGE,"€11,50","€14,95",0,"€0,00"
GEWURZTRAMINER,Haas,,ALTO ADIGE,"€10,50","€13,65",0,"€0,00"
GEWURZTRAMINER,Kossler,,ALTO ADIGE,"€8,80","€11,44",0,"€0,00"
GEWURZTRAMINER,Martini&Sohn,,ALTO ADIGE,"€6,60","€8,58",0,"€0,00"
GEWURZTRAMINER,Zimmer,,ALTO ADIGE,"€7,00","€9,10",0,"€0,00"
GEWURZTRAMINER,Kofererhof,2008,ALTO ADIGE,"€9,90","€12,87",0,"€0,00"
GEWURZTRAMINER,Hofstatter,2017,ALTO ADIGE,"€7,75","€10,08",0,"€0,00"
GEWURZTRAMINER,Terlano,2018,ALTO ADIGE,"€8,50","€11,05",0,"€0,00"
GEWURZTRAMINER,S.Michele,2022,ALTO ADIGE,"€8,30","€10,79",48,"€398,40"
GEWURZTRAMINER,Cantina D'Isera,,TRENTINO,"€4,30","€5,59",0,"€0,00"
GEWURZTRAMINER,Beyer Leon,2005,FRANCIA,"€10,90","€14,17",0,"€0,00"
GEWURZTRAMINER,Boeckel,2004,FRANCIA,"€9,00","€11,70",0,"€0,00"
GEWURZTRAMINER,Schlumberg,,FRANCIA,"€15,00","€19,50",0,"€0,00"
GEWURZTRAMINER AIMÈ,Girlan,,ALTO ADIGE,"€6,00","€7,80",0,"€0,00"
GEWURZTRAMINER ARISTOS,Valle Isarco,,ALTO ADIGE,"€11,50","€14,95",0,"€0,00"
GEWURZTRAMINER CAMPANER,Caldaro,,ALTO ADIGE,"€11,00","€14,30",0,"€0,00"
GEWURZTRAMINER CORNELL,Colterenzio,,ALTO ADIGE,"€11,00","€14,30",0,"€0,00"
GEWURZTRAMINER GC,Wantz,,FRANCIA,"€18,00","€23,40",6,"€108,00"
GEWURZTRAMINER GRAIN NOBILI,Wantz,,FRANCIA,"€27,00","€35,10",0,"€0,00"
GEWURZTRAMINER HERREINWENG,Zind-Humbrechet,,FRANCIA,"€21,20","€27,56",0,"€0,00"
GEWURZTRAMINER KESCLER,Schlumberg,2006,FRANCIA,"€21,00","€27,30",0,"€0,00"
GEWURZTRAMINER KOLBENHOF,Hofstatter,,ALTO ADIGE,"€16,00","€20,80",0,"€0,00"
GEWURZTRAMINER KOLBENOFER MAGNUM,Hofstatter,,ALTO ADIGE,"€29,00","€37,70",0,"€0,00"
GEWURZTRAMINER MAGNUM,Tramin,,ALTO ADIGE,"€32,00","€41,60",0,"€0,00"
GEWURZTRAMINER MEZZE,S.Michele,,ALTO ADIGE,"€4,30","€5,59",0,"€0,00"
GEWURZTRAMINER NUSSBAUMER,Tramin,2023,ALTO ADIGE,"€19,00","€24,70",18,"€342,00"
GEWURZTRAMINER PASSITO,Hofstatter,,ALTO ADIGE,"€16,50","€21,45",0,"€0,00"
GEWURZTRAMINER PRESULIS,Gumphof,,ALTO ADIGE,"€13,80","€17,94",0,"€0,00"
GEWURZTRAMINER S.VALENTIN,S.Michele,2020,ALTO ADIGE,"€18,20","€23,66",6,"€109,20"
GEWURZTRAMINER TARDIVA,Wantz,,FRANCIA,"€24,00","€31,20",0,"€0,00"
GEWURZTRAMINER TURCK HEIM,Zind-Humbrechet,2001,FRANCIA,"€0,00","€0,00",0,"€0,00"
GEWURZTRAMINER V.T,Falkestein,,ALTO ADIGE,"€13,90","€18,07",0,"€0,00"
GHEMME,Dessilani,,PIEMONTE,"€11,50","€14,95",0,"€0,00"
GHEMME,Sebastiani Katia,,PIEMONTE,"€11,50","€14,95",0,"€0,00"
GHEMME,Torraccia Piantavigna,,PIEMONTE,"€13,00","€16,90",0,"€0,00"
GHEMME,Il Chiosso,2017,PIEMONTE,"€11,50","€14,95",0,"€0,00"
GHEMME BRECLEME,Cantalupo,,PIEMONTE,"€30,00","€39,00",0,"€0,00"
GHEMME CHIOSO DEI POMI,Rovellotti,2013,PIEMONTE,"€14,00","€18,20",0,"€0,00"
GHEMME RONCO MASO,Platinetti,,PIEMONTE,"€15,80","€20,54",0,"€0,00"
GHIAIA NERA,Tasca D'Almerita,,SICILIA,"€9,00","€11,70",0,"€0,00"
GHIAIE DELLA FURBA,Capezzana,1999,TOSCANA,"€0,00","€0,00",0,"€0,00"
GHINIBALDO,Castelpietraio,,TOSCANA,"€11,00","€14,30",0,"€0,00"
GIAIETTO ROSSO,Terradonna,,TOSCANA,"€5,00","€6,50",0,"€0,00"
GIALLO D'ARLES,Quintodecimo,,CAMPANIA,"€21,00","€27,30",0,"€0,00"
GIBA CARIGNANO,Giba,,SARDEGNA,"€5,40","€7,02",0,"€0,00"
GILLETTE CREME DE TETE,Gillette,,FRANCIA,"€270,00","€351,00",0,"€0,00"
GIN,Martin Miller'S,,INGHIL,"€18,50","€24,05",0,"€0,00"
GIN SELEZIONEWSTBOURNE,Martin Miller'S,,INGHIL,"€26,60","€34,58",0,"€0,00"
GIORGI 1870,Giorgi,,LOMBARDIA,"€10,60","€13,78",0,"€0,00"
GIORGIO,La Massa,2000,TOSCANA,"€27,00","€35,10",0,"€0,00"
GIRAMONTE,Frescobaldi,2003,TOSCANA,"€37,00","€48,10",0,"€0,00"
GIRAMONTE,Frescobaldi,2004,TOSCANA,"€37,00","€48,10",0,"€0,00"
GIRAMONTE,Frescobaldi,2006,TOSCANA,"€37,00","€48,10",0,"€0,00"
GIRONA ROSATO,Borgo Di Coll.,,MOLISE,"€5,00","€6,50",0,"€0,00"
GIUDIZIO,Gigante,2007,FRIULI VENEZIA GIULIA,"€7,50","€9,75",0,"€0,00"
GIUEN ROSSO,Negri,,LOMBARDIA,"€7,00","€9,10",0,"€0,00"
GIULIO COLLEZIONE,Ferrari,1997,TRENTINO,"€180,00","€234,00",0,"€0,00"
GIULIO COLLEZIONE,Ferrari,2001,TRENTINO,"€220,00","€286,00",1,"€220,00"
GIULIO FERRARI,Ferrari,2015,TRENTINO,"€77,00","€100,10",6,"€462,00"
GIULIO FERRARI 09,Ferrari,2009,TRENTINO,"€95,00","€123,50",1,"€95,00"
GIULIO FERRARI MAGNUM,Ferrari,,TRENTINO,"€160,00","€208,00",0,"€0,00"
GIUSTO DI NOTRI,Tua Rita,,TOSCANA,"€28,50","€37,05",0,"€0,00"
GIUV AGLIANICO,Paternoster,,BASILICATA,"€6,50","€8,45",0,"€0,00"
GLICINE,Duca Di Salaparuta,,SICILIA,"€3,50","€4,55",0,"€0,00"
GOLDMUCHATELLER,Cantina Di Bolzano,,ALTO ADIGE,"€6,00","€7,80",0,"€0,00"
GOLDMUSKATELLER,S.Michele,2021,ALTO ADIGE,"€6,90","€8,97",6,"€41,40"
GORGONA,Frescobaldi,,TOSCANA,"€55,00","€71,50",8,"€440,00"
GORGONA ROSSO,Frescobaldi,,TOSCANA,"€100,00","€130,00",0,"€0,00"
GOSSET EXCELLENCE,Gaja,,PIEMONTE,"€23,50","€30,55",0,"€0,00"
GOSSET MILL.,Gaja,1999,CHAMPAGNE,"€38,80","€50,44",0,"€0,00"
GOSSET RESERVE,Gaja,,CHAMPAGNE,"€32,00","€41,60",0,"€0,00"
GOSSET ROSE',Gaja,,CHAMPAGNE,"€38,00","€49,40",0,"€0,00"
GOVERNO,Castellare,,TOSCANA,"€5,90","€7,67",0,"€0,00"
GRAAL SPUMANTE,Cavit,,TRENTINO,"€30,00","€39,00",0,"€0,00"
GRAN BLANC,Philipponat,,CHAMPAGNE,"€46,00","€59,80",0,"€0,00"
GRAN BLANC MAGNUM,Philipponat,,CHAMPAGNE,"€86,00","€111,80",0,"€0,00"
GRAN CUVEE FUT DE CHENE 96 MG,Giraud,,CHAMPAGNE,"€151,00","€196,30",0,"€0,00"
GRAN CUVEE FUT DE CHENE 98,Giraud,,CHAMPAGNE,"€68,90","€89,57",0,"€0,00"
GRAN DAME,Veuve,,CHAMPAGNE,"€117,68","€152,98",12,"€1.412,16"
GRAN VINTAGE MOET,Moet Hennesy,2013,CHAMPAGNE,"€42,00","€54,60",0,"€0,00"
GRANAT LAGREIN,Gojer,,ALTO ADIGE,"€9,40","€12,22",0,"€0,00"
GRANATO,Foradori,,TRENTINO,"€29,00","€37,70",0,"€0,00"
GRANAZZA,Sedilesu,,SARDEGNA,"€10,00","€13,00",0,"€0,00"
GRAND CRU,Delavenne,,CHAMPAGNE,"€22,10","€28,73",0,"€0,00"
GRAND CRU B/B MESNIL,Doquet Pascal,,CHAMPAGNE,"€23,50","€30,55",0,"€0,00"
GRAND CRU COSTE BEERT CHARDONNAY,Legras,,CHAMPAGNE,"€33,00","€42,90",0,"€0,00"
GRAND CRU NOIRE,Lepreux Penet,,CHAMPAGNE,"€30,00","€39,00",0,"€0,00"
GRAND SIECLE,Laurent Perrier,,CHAMPAGNE,"€131,50","€170,95",6,"€789,00"
GRAND SIECLE MG.,Laurent Perrier,,CHAMPAGNE,"€225,00","€292,50",1,"€225,00"
GRAND VIN BLANC,Guiraud,,FRANCIA,"€45,00","€58,50",0,"€0,00"
GRAND VIN DE LEOVILLE,Saint Julien,,FRANCIA,"€38,00","€49,40",0,"€0,00"
GRANDS ECHEZEAUX,Conti,2009,FRANCIA,"€290,00","€377,00",0,"€0,00"
GRAPPOLI DEL GRILLO,Vecchio Samperi,,SICILIA,"€13,60","€17,68",0,"€0,00"
GRATTAMACCO,Grattamacco,2006,TOSCANA,"€23,85","€31,01",0,"€0,00"
GRATTAMACCO,Grattamacco,2014,TOSCANA,"€32,00","€41,60",0,"€0,00"
GRATTAMACCO,Grattamacco,2015,TOSCANA,"€38,00","€49,40",0,"€0,00"
GRATTAMACCO,Grattamacco,2016,TOSCANA,"€38,00","€49,40",0,"€0,00"
GRATTAMACCO,Grattamacco,2020,TOSCANA,"€58,00","€75,40",0,"€0,00"
GRATTICIAIA,Vallone,,PUGLIA,"€25,00","€32,50",0,"€0,00"
GRAVELLO,Librandi,,CALABRIA,"€15,00","€19,50",18,"€270,00"
GRECANICO,Mandrarossa,,SICILIA,"€2,35","€3,06",0,"€0,00"
GRECANTE,Caprai,,UMBRIA,"€6,50","€8,45",0,"€0,00"
GRECHETTO,Falesco,,LAZIO,"€2,50","€3,25",0,"€0,00"
GRECHETTO,Lungarotti,,UMBRIA,"€3,50","€4,55",0,"€0,00"
GRECHETTO,Madonna Alta,2007,UMBRIA,"€4,20","€5,46",0,"€0,00"
GRECO,La Guardiense,,CAMPANIA,"€2,80","€3,64",0,"€0,00"
GRECO DI BIANCO,Ceratti,,CALABRIA,"€12,75","€16,58",0,"€0,00"
GRECO DI TUFO,Dell'Angelo,,CAMPANIA,"€10,50","€13,65",0,"€0,00"
GRECO DI TUFO,Di Prisco,,CAMPANIA,"€6,20","€8,06",0,"€0,00"
GRECO DI TUFO,Marsella,,CAMPANIA,"€10,70","€13,91",0,"€0,00"
GRECO DI TUFO,Vigne Sannite,,CAMPANIA,"€2,20","€2,86",0,"€0,00"
GRECO DI TUFO,Villa Raiano,,CAMPANIA,"€7,10","€9,23",0,"€0,00"
GRECO DI TUFO,Vadiaperti,,CAMPANIA,"€5,50","€7,15",0,"€0,00"
GRECO DI TUFO,Vigne Lante,,CAMPANIA,"€2,40","€3,12",0,"€0,00"
GRECO DI TUFO,Terredora,,CAMPANIA,"€5,90","€7,67",0,"€0,00"
GRECO DI TUFO DEVON,Caggiano,,CAMPANIA,"€8,25","€10,73",18,"€148,50"
GRECO DI TUFO NOVASERRA,Mastroberardino,2021,CAMPANIA,"€8,50","€11,05",24,"€204,00"
GRECO DI TUFO TORNANTE,Vadiaperti,,CAMPANIA,"€18,00","€23,40",0,"€0,00"
GRECO IGT,Cantina Del Taburno,,CAMPANIA,"€4,28","€5,56",0,"€0,00"
GRECO VIGNA CICOGNA,Ferrara Benito,,CAMPANIA,"€13,00","€16,90",6,"€78,00"
GREDIC,Movia,,SLOVENIA,"€11,00","€14,30",0,"€0,00"
GRIGNOLINO,Boschis,,PIEMONTE,"€4,05","€5,27",0,"€0,00"
GRIGNOLINO,La Tenaglia,,PIEMONTE,"€5,50","€7,15",0,"€0,00"
GRIGNOLINO VECCHIE VIGNE,Accornero,,PIEMONTE,"€22,00","€28,60",0,"€0,00"
GRILLO,Mandrarossa,,SICILIA,"€5,80","€7,54",0,"€0,00"
GRILLO,Arini,,SICILIA,"€6,80","€8,84",18,"€122,40"
GRILLO KEBRILLA,Fina,,SICILIA,"€4,40","€5,72",6,"€26,40"
GRIS CAVEAU 08/15,Pecorari,,FRIULI VENEZIA GIULIA,"€25,60","€33,28",0,"€0,00"
GROSSO,Paltrinieri,,EMILIA ROMAGNA,"€11,00","€14,30",0,"€0,00"
GRUMELLO,Negri,,LOMBARDIA,"€12,30","€15,99",0,"€0,00"
GRUMELLO,Rainoldi,2007,LOMBARDIA,"€6,70","€8,71",0,"€0,00"
GRUMELLO BASE,Negri,,LOMBARDIA,"€9,10","€11,83",0,"€0,00"
GRUMELLO SASSOROSSO,Negri,,LOMBARDIA,"€21,90","€28,47",0,"€0,00"
GRUNER VELTLINER EISWEIN,Nigl,,AUSTRIA,"€14,90","€19,37",0,"€0,00"
GUADO AL TASSO,Antinori,2004,TOSCANA,"€41,00","€53,30",0,"€0,00"
GUADO AL TASSO,Antinori,2005,TOSCANA,"€43,00","€55,90",0,"€0,00"
GUADO AL TASSO,Antinori,2006,TOSCANA,"€43,00","€55,90",0,"€0,00"
GUADO AL TASSO,Antinori,2009,TOSCANA,"€48,00","€62,40",0,"€0,00"
GUADO AL TASSO,Antinori,2010,TOSCANA,"€51,00","€66,30",0,"€0,00"
GUADO AL TASSO,Antinori,2011,TOSCANA,"€51,00","€66,30",0,"€0,00"
GUADO AL TASSO,Antinori,2013,TOSCANA,"€54,00","€70,20",0,"€0,00"
GUADO AL TASSO,Antinori,2015,TOSCANA,"€73,00","€94,90",3,"€219,00"
GUADO AL TASSO,Antinori,2016,TOSCANA,"€58,00","€75,40",0,"€0,00"
GUADO AL TASSO,Antinori,2017,TOSCANA,"€60,00","€78,00",0,"€0,00"
GUADO AL TASSO,Antinori,2018,TOSCANA,"€60,00","€78,00",0,"€0,00"
GUADO AL TASSO,Antinori,2019,TOSCANA,"€67,00","€87,10",0,"€0,00"
GUADO AL TASSO,Antinori,2020,TOSCANA,"€72,00","€93,60",0,"€0,00"
GUADO AL TASSO,Antinori,2021,TOSCANA,"€75,00","€97,50",5,"€375,00"
GUADO AL TASSO,Antinori,2022,TOSCANA,"€75,00","€97,50",6,"€450,00"
GUADO AL TASSO DOPPIO MG,Antinori,2009,TOSCANA,"€240,00","€312,00",0,"€0,00"
GUADO AL TASSO DOPPIO MG 09,Antinori,,TOSCANA,"€490,00","€637,00",0,"€0,00"
GUADO AL TASSO MAGNUM,Antinori,2009,TOSCANA,"€110,40","€143,52",0,"€0,00"
GUADO AL TASSO MAGNUM,Antinori,2010,TOSCANA,"€117,30","€152,49",0,"€0,00"
GUADO AL TASSO MAGNUM,Antinori,2011,TOSCANA,"€117,30","€152,49",0,"€0,00"
GUADO AL TASSO MAGNUM,Antinori,2015,TOSCANA,"€120,00","€156,00",0,"€0,00"
GUADO AL TASSO MAGNUM,Antinori,2021,TOSCANA,"€173,00","€224,90",0,"€0,00"
GUADO AL TASSO MAGNUM,Antinori,2005,TOSCANA,"€253,00","€328,90",0,"€0,00"
GUARDIOLA,Terre Nere,2021,SICILIA,"€35,00","€45,50",0,"€0,00"
GUARDIOLA CRU,Terre Nere,2020,SICILIA,"€33,25","€43,23",0,"€0,00"
GUIDALBERTO,Sanguido,2015,TOSCANA,"€23,50","€30,55",0,"€0,00"
GUIDALBERTO,Sanguido,2016,TOSCANA,"€23,50","€30,55",0,"€0,00"
GUIDALBERTO,Sanguido,2018,TOSCANA,"€26,00","€33,80",0,"€0,00"
GUIDALBERTO,Sanguido,2019,TOSCANA,"€27,00","€35,10",0,"€0,00"
GUIDALBERTO,Sanguido,2020,TOSCANA,"€28,00","€36,40",0,"€0,00"
GUIDALBERTO,Sanguido,2022,TOSCANA,"€31,00","€40,30",0,"€0,00"
GUIDALBERTO,Sanguido,2023,TOSCANA,"€36,00","€46,80",0,"€0,00"
GUIDALBERTO MEZZE,Sanguido,2008,TOSCANA,"€10,90","€14,17",0,"€0,00"
GUIDESCO MERLOT,Tenuta Folesano,,EMILIA ROMAGNA,"€16,50","€21,45",12,"€198,00"
GUIDOALBERTO,Sanguido,2014,TOSCANA,"€20,00","€26,00",0,"€0,00"
GUIRAUD,Sauternes,,BROVELLI,"€41,00","€53,30",0,"€0,00"
GUIRAUD,Sauternes,2000,BROVELLI,"€25,20","€32,76",0,"€0,00"
GUIRAUD,Sauternes,,DUBOS,"€46,00","€59,80",0,"€0,00"
GUITERONDE DU MAYOT,Sauternes,,BROVELLI,"€7,50","€9,75",0,"€0,00"
GUTTURNIO,La Tosa,,EMILIA ROMAGNA,"€5,50","€7,15",0,"€0,00"
GUTTURNIO,Valtidone,,EMILIA ROMAGNA,"€4,70","€6,11",0,"€0,00"
GUTTURNIO,La Stoppa,2007,EMILIA ROMAGNA,"€4,50","€5,85",0,"€0,00"
GUTTURNIO FERMO,Perinelli,2011,EMILIA ROMAGNA,"€4,40","€5,72",0,"€0,00"
GUTTURNIO FRIZZANTE,La Stoppa,2007,EMILIA ROMAGNA,"€4,10","€5,33",0,"€0,00"
GUTTURNIO FRIZZANTE,Poggiarello,2010,EMILIA ROMAGNA,"€5,50","€7,15",0,"€0,00"
GUTTURNIO FRIZZANTE,Torrefornello,2010,EMILIA ROMAGNA,"€4,50","€5,85",0,"€0,00"
GUTTURNIO GIACALVA,Molinelli,,EMILIA ROMAGNA,"€3,10","€4,03",0,"€0,00"
GUTTURNIO SASSO NERO FRIZ.,Romagnoli,,EMILIA ROMAGNA,"€6,00","€7,80",0,"€0,00"
GUTTURNIO SINSAL,Torrefornello,,EMILIA ROMAGNA,"€7,20","€9,36",0,"€0,00"
GUTTURNIO SUP,Romagnoli,2020,EMILIA ROMAGNA,"€6,50","€8,45",0,"€0,00"
GUTTURNIO SUP.,Luretta,,EMILIA ROMAGNA,"€8,00","€10,40",6,"€48,00"
GUTTURNIO SUP.,Lusignani,,EMILIA ROMAGNA,"€6,40","€8,32",6,"€38,40"
GUTTURNIO TAPPO FUNGO,Ferrari&Perini,,EMILIA ROMAGNA,"€5,00","€6,50",0,"€0,00"
HARMONIE,Driant Valentine,,CHAMPAGNE,"€27,00","€35,10",0,"€0,00"
