NOME,PRODUTTORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
GRAPPA X.O,Sibona,"€20,50","€26,65",12,"€246,00"
GRAPPA ZIBIBBO,Miceli,"€13,50","€17,55",0,"€0,00"
GRAPPE,Lidia Traminer,"€11,50","€14,95",0,"€0,00"
GREAT HOUSE DISTILLERY 2023,Hampden,"€70,00","€91,00",1,"€70,00"
GREEN SPOT,Spot Range,"€30,50","€39,65",0,"€0,00"
GUAPPA,Petrone,"€11,00","€14,30",0,"€0,00"
HAND PICKED,Yellowstone,"€42,00","€54,60",0,"€0,00"
HARMONY INTENSE ARABICA 44°,Macallan,"€135,00","€175,50",2,"€270,00"
HEAVILY PEATED,Kilkerran,"€39,00","€50,70",0,"€0,00"
HIBIKI,Suntory,"€50,00","€65,00",0,"€0,00"
HIERBAS IBIZA,Hierbas,"€19,00","€24,70",0,"€0,00"
HIGH VOLTAGE,Smokehead,"€41,00","€53,30",0,"€0,00"
INFINITE LOCH,Ardnahoe,"€52,00","€67,60",0,"€0,00"
INVECCHIATA,Libarna,"€20,50","€26,65",0,"€0,00"
INVERGORDON 34y,Thompson Bros,"€62,00","€80,60",0,"€0,00"
IRISH WHISKEY 7y,Glendalough,"€0,00","€0,00",0,"€0,00"
IRISH WHISKEY PEATED,Connemara,"€19,30","€25,09",0,"€0,00"
ISABELLA FRAGOLINO,Capovilla,"€21,00","€27,30",0,"€0,00"
ISLAY,Samaroli,"€109,00","€141,70",0,"€0,00"
ISLAY DRY GIN,Botanist,"€30,00","€39,00",0,"€0,00"
ITALIAN WHISKY GOLD,Puni,"€34,00","€44,20",0,"€0,00"
J.WALKER BLACK,J.Walker,"€17,50","€22,75",0,"€0,00"
J.WOLKER BLU,J.Wolker,"€125,00","€162,50",0,"€0,00"
JACK DANIEL HONEY,Jack Daniel,"€15,00","€19,50",0,"€0,00"
JACK DANIEL SINGLE,Jack Daniel,"€24,60","€31,98",0,"€0,00"
JACK DANIEL SINGLE BARREL,Jack Daniel,"€25,00","€32,50",0,"€0,00"
JACK DANIEL VERDE,Jack Daniel,"€17,80","€23,14",0,"€0,00"
JAUNE,Chartreuse,"€25,00","€32,50",6,"€150,00"
JOVEN,Clase Azul,"€103,00","€133,90",0,"€0,00"
KANIKE RHUM,Kanike,"€16,85","€21,91",0,"€0,00"
KASEI,Mars,"€25,00","€32,50",0,"€0,00"
KENTUCKY,Evan Williams,"€28,20","€36,66",0,"€0,00"
KENTUCKY BOURBON,Evan Williams,"€12,00","€15,60",0,"€0,00"
KIRSCH,Massanez,"€24,50","€31,85",0,"€0,00"
KIRSCH,Wants,"€16,00","€20,80",0,"€0,00"
L'ANGELO INVECCHIATA,Berta,"€14,00","€18,20",0,"€0,00"
LAGAVULIN 12y DIAGEO LIMITED EDI,Lagavulin,"€83,00","€107,90",0,"€0,00"
LAGAVULIN 1995,Lagavulin D.M,"€62,85","€81,71",0,"€0,00"
LAGAVULIN 8y,Lagavulin '8,"€40,00","€52,00",0,"€0,00"
LAPHROAIG 18y,Laphroaig,"€72,50","€94,25",0,"€0,00"
LAPHROAIG LORE,Laphroaig,"€61,00","€79,30",0,"€0,00"
LAPHROAIG QUARTER,Laphroaig,"€25,50","€33,15",0,"€0,00"
LAPHROAIG SELECT,Laphroaig,"€20,00","€26,00",0,"€0,00"
LAST DROPS,Nine Leaves,"€45,00","€58,50",1,"€45,00"
LBV,Pescarmona,"€10,75","€13,98",0,"€0,00"
LBV 2007 PORTO,Churchill,"€14,00","€18,20",0,"€0,00"
LBV 2016,Barros,"€16,00","€20,80",0,"€0,00"
LEGEND CUBA RUM,Valdespino,"€310,00","€403,00",0,"€0,00"
LEGNO ROVERE,Tosolin,"€15,00","€19,50",0,"€0,00"
LIMONCELLO,Campo Del Sole,"€5,60","€7,28",0,"€0,00"
LIMONCELLO,D&C,"€8,00","€10,40",0,"€0,00"
LIMONCELLO,Il Convento,"€8,50","€11,05",0,"€0,00"
LIMONCELLO,Molinari,"€9,00","€11,70",0,"€0,00"
LIMONCELLO,Nastro D'Oro,"€5,00","€6,50",0,"€0,00"
LIMONCELLO,Petrone,"€10,00","€13,00",0,"€0,00"
LIMONCELLO,Piemme,"€10,00","€13,00",0,"€0,00"
LIMONCELLO,Pirozzi,"€5,00","€6,50",0,"€0,00"
LIMONCELLO,Villa Massa,"€11,50","€14,95",0,"€0,00"
"LIMONCELLO 0,50",Molinari,"€5,60","€7,28",0,"€0,00"
"LIMONCELLO 0,75",Cassano,"€6,95","€9,04",0,"€0,00"
LIMONCELLO CAPRI LITRO,Capri,"€11,00","€14,30",18,"€198,00"
LIMONCELLO LT,Cassano,"€7,80","€10,14",0,"€0,00"
LIMONSARDO,Tre Montis,"€13,50","€17,55",0,"€0,00"
LINKWOOD 2008,Signatory,"€39,20","€50,96",0,"€0,00"
LINKWOOD 20y,Rossi&Rossi,"€59,00","€76,70",0,"€0,00"
LIQUER DE ELIXIR 1605,Chartreuse,"€42,00","€54,60",0,"€0,00"
LIQUERIZIA,Petrone,"€7,00","€9,10",0,"€0,00"
LIQUEUR 9 CENTENAIRE,Chartreuse,"€59,00","€76,70",0,"€0,00"
LIQUORE,Venturo,"€12,00","€15,60",0,"€0,00"
LIQUORE ALL'ARANCIA,Grand Marnier,"€12,15","€15,80",0,"€0,00"
LIQUORE AMARETTO,Amaretto Club,"€19,00","€24,70",0,"€0,00"
LIQUORE SAMBUCO,Ellenor,"€18,81","€24,45",0,"€0,00"
LOCAL BARLEY 10y,Springbank,"€75,00","€97,50",1,"€75,00"
LONDON DRY GIN,Apium,"€12,00","€15,60",0,"€0,00"
LUSTAU EAST INDIA,Murillo,"€0,00","€0,00",0,"€0,00"
LUSTAU FINO,Murillo,"€14,50","€18,85",0,"€0,00"
MACHIR BAY,Kilchoman,"€36,50","€47,45",0,"€0,00"
MADEIRA,Blandy'S 5y,"€12,35","€16,06",0,"€0,00"
MADEIRA,Cossart Gordon Bual,"€0,00","€0,00",0,"€0,00"
MADEIRA,Henriques,"€12,00","€15,60",0,"€0,00"
MADEIRA,Sibona,"€16,50","€21,45",0,"€0,00"
MADEIRA DRY,Justino'S,"€9,50","€12,35",0,"€0,00"
MADEIRA MEREGALLI,Madeira Full Rich 3y,"€8,80","€11,44",0,"€0,00"
MADEIRA MEREGALLI,Madeira 10y,"€23,00","€29,90",0,"€0,00"
MADEIRA RICH,Justino's,"€9,50","€12,35",0,"€0,00"
MAGIA,Berta,"€78,00","€101,40",0,"€0,00"
MALBE,Piedra Negra,"€11,00","€14,30",0,"€0,00"
MARASCHINO,Drioli,"€18,00","€23,40",0,"€0,00"
MARASCHINO,Maraska,"€12,50","€16,25",0,"€0,00"
MARC DE BURGOGNE 1990,R.Conti,"€175,00","€227,50",0,"€0,00"
MARC DE BURGOGNE 1991,Conti,"€175,00","€227,50",0,"€0,00"
MARC DE BURGOGNE 1994,Conti,"€205,00","€266,50",0,"€0,00"
MARC DE CHAMPAGNE,Moet-Chandon,"€17,00","€22,10",0,"€0,00"
MARCVS VERMOUTH,Gotha,"€14,50","€18,85",0,"€0,00"
MARTINI AMBRA,Martini,"€8,50","€11,05",0,"€0,00"
MARTINI BIANCO/ROSSO,Martini,"€4,55","€5,92",0,"€0,00"
MARTINI BITTER,Martini,"€8,00","€10,40",0,"€0,00"
MARTINI DRY,Martini,"€4,95","€6,44",0,"€0,00"
MARTINI RUBINO,Martini,"€8,70","€11,31",0,"€0,00"
MEDITERRANEO GIN 42,Poli Jacopo,"€19,00","€24,70",0,"€0,00"
MELE COTOGNE,Pojer,"€16,60","€21,58",0,"€0,00"
MELE DECIO DI BELFIORE,Capovilla,"€39,00","€50,70",0,"€0,00"
MENEGIKS GIN,Gotha,"€23,50","€30,55",0,"€0,00"
MEZCAL,Gusano Rojo,"€17,54","€22,80",0,"€0,00"
MEZCAL,Montelobos Espadin,"€24,60","€31,98",0,"€0,00"
MEZCAL,Sazerac Monte Alban,"€18,00","€23,40",0,"€0,00"
MEZCAL ENSEMBLE,Montelobos,"€40,00","€52,00",0,"€0,00"
MEZCAL ESPADIN,Amores,"€27,00","€35,10",0,"€0,00"
MEZCAL JOVEN,Encantado,"€22,00","€28,60",0,"€0,00"
MEZCAL JOVEN,San Cosme,"€25,30","€32,89",0,"€0,00"
MIRTILLO,Petrone,"€7,00","€9,10",0,"€0,00"
MIRTO,Raro Wild,"€23,60","€30,68",0,"€0,00"
MIRTO,Tre Montis,"€14,00","€18,20",18,"€252,00"
MIRTO ROSSO,Carta,"€17,50","€22,75",0,"€0,00"
MIYAGINYO 10y,Nikka,"€52,00","€67,60",0,"€0,00"
MOF,Chartreuse,"€45,00","€58,50",0,"€0,00"
MONTEACUTO,Berta,"€33,00","€42,90",0,"€0,00"
MORBIDA,Marzadro,"€13,00","€16,90",0,"€0,00"
MORTLACH 2009,Signatory,"€42,00","€54,60",0,"€0,00"
MORTLACH 20y,Rossi&Rossi,"€56,00","€72,80",0,"€0,00"
MOSCATO,Levi,"€34,00","€44,20",0,"€0,00"
MOSCATO,Marzadro,"€12,70","€16,51",0,"€0,00"
MOSCATO,Poli Jacopo,"€27,50","€35,75",0,"€0,00"
MOSCATO,Sibona,"€11,80","€15,34",0,"€0,00"
MOSCATO CLASSICA,Brunello,"€11,80","€15,34",0,"€0,00"
MOSCATO FIOR ARANCIO,Capovilla,"€24,50","€31,85",0,"€0,00"
MOSCATO GIALLO,Capovilla,"€25,00","€32,50",0,"€0,00"
MOSCATO INV.,Libarna,"€16,50","€21,45",0,"€0,00"
MOSCATO LIGNUM,Bonollo,"€18,50","€24,05",0,"€0,00"
MOSCATO MOST,Tosolin,"€23,00","€29,90",0,"€0,00"
MOSCATO ROSA,Capovilla,"€40,00","€52,00",0,"€0,00"
MOST AMARONE,Tosolin,"€18,60","€24,18",0,"€0,00"
MOST FRAGOLINO,Tosolini,"€23,00","€29,90",0,"€0,00"
MOST MOSCATO ROSA,Tosolin,"€22,50","€29,25",0,"€0,00"
MOST PICOLIT,Tosolin,"€25,00","€32,50",0,"€0,00"
MOST UVE MISTE,Tosolin,"€18,00","€23,40",0,"€0,00"
MULLER-CHARD-NOSIOLA/PINOT NERO ROSSO F,Pojer,"€14,00","€18,20",0,"€0,00"
MURRAY MC DAVID '93 SYRAN 12y,Mortlach,"€23,00","€29,90",0,"€0,00"
NEBBIOLO,Sibona,"€10,50","€13,65",0,"€0,00"
NEPTUNIA,Hendrick'S,"€29,00","€37,70",0,"€0,00"
NIBBIO,Berta,"€14,50","€18,85",0,"€0,00"
NOAH FRAGOLINO,Capovilla,"€29,00","€37,70",0,"€0,00"
NOCINO,Agazzotti,"€11,80","€15,34",0,"€0,00"
NOCINO,Garuti,"€10,00","€13,00",0,"€0,00"
NOCINO,Il Mallo,"€8,30","€10,79",12,"€99,60"
NOCINO,Streghe,"€9,50","€12,35",0,"€0,00"
NOCINO,Villa Zarri,"€21,00","€27,30",0,"€0,00"
NOCINO RIS,Il Mallo,"€16,20","€21,06",12,"€194,40"
NOCINO RISERVA,Streghe,"€11,50","€14,95",0,"€0,00"
NOSIOLA,Pisoni,"€12,00","€15,60",0,"€0,00"
OASIUM,Hendrick'S,"€29,50","€38,35",0,"€0,00"
"OCTOMORE 14,1",Bruichladdich,"€115,00","€149,50",1,"€115,00"
OLD TOM GIN,Killowen,"€28,00","€36,40",0,"€0,00"
OLOROSO WOOD 8y,Hazelburn,"€59,00","€76,70",0,"€0,00"
ORANGE,Beccaris,"€10,00","€13,00",0,"€0,00"
ORANGE BITTER,Angostura,"€7,27","€9,45",0,"€0,00"
ORGANIC 04,Pasquet,"€24,00","€31,20",0,"€0,00"
ORIGINAL SINGLE BARREL,Blanton'S,"€111,00","€144,30",1,"€111,00"
PAGLIERINA,Levi,"€38,50","€50,05",0,"€0,00"
PALOMINO FINO,Tio Pepe,"€9,00","€11,70",6,"€54,00"
PASTIS,Pastis Vincenzi,"€8,50","€11,05",0,"€0,00"
PEATED,Longrow,"€45,00","€58,50",1,"€45,00"
PEATED 18y,Longrow,"€105,00","€136,50",1,"€105,00"
PEDRO DE ANADA,Alvear,"€11,50","€14,95",0,"€0,00"
PEDRO XIMENEZ,Dom Pix,"€21,00","€27,30",6,"€126,00"
PEDRO XIMENEZ,Don Guido 20y,"€25,00","€32,50",0,"€0,00"
PEDRO XIMENEZ,Don Guido 30y,"€24,00","€31,20",4,"€96,00"
PEDRO XIMENEZ,El Candado,"€14,00","€18,20",0,"€0,00"
PEDRO XIMENEZ,Murillo,"€26,50","€34,45",0,"€0,00"
PEDRO XIMENEZ '02,Dom Pix,"€38,90","€50,57",0,"€0,00"
PEDRO XIMENEZ 15y,Don Zolio,"€8,50","€11,05",6,"€51,00"
PEDRO XIMENEZ GRANDES SOLERAS,Alvear,"€18,00","€23,40",0,"€0,00"
PERA,Pojer,"€15,80","€20,54",0,"€0,00"
PERA WILLIAMS,Capovilla,"€41,00","€53,30",0,"€0,00"
PERGOLA,Visner,"€6,30","€8,19",0,"€0,00"
PERNOD,Pernod,"€8,50","€11,05",0,"€0,00"
PESCA SATURNO,Capovilla,"€49,00","€63,70",0,"€0,00"
PIGSKIN,Carta,"€23,00","€29,90",0,"€0,00"
PINEAU DE CHARANT,Pineau De Charant,"€10,50","€13,65",0,"€0,00"
PIROLIZIA,Pirozzi,"€6,85","€8,91",0,"€0,00"
PISCO,Torres,"€18,50","€24,05",0,"€0,00"
PISCO ACHOLADO,Campo De Encanto,"€26,75","€34,78",0,"€0,00"
PISCO DOBLE,Capel,"€13,00","€16,90",12,"€156,00"
PISCO PURO QUEBRANTA,1615,"€21,50","€27,95",0,"€0,00"
PO’ AROMATICA,Poli Jacopo,"€15,50","€20,15",0,"€0,00"
PO’ MORBIDA MOSCATO,Poli Jacopo,"€15,10","€19,63",0,"€0,00"
PO' MOSCATO,Poli Jacopo,"€15,70","€20,41",0,"€0,00"
PO’ TRAMINER,Poli Jacopo,"€15,50","€20,15",0,"€0,00"
POIRE WILLIAMS,Massanez,"€24,50","€31,85",0,"€0,00"
POIRE WILLIAMS,Wants,"€18,00","€23,40",0,"€0,00"
POLI BARRIQUE DELLA FAMIGLIA,Poli Jacopo,"€40,00","€52,00",0,"€0,00"
POLI PERA,Poli Jacopo,"€16,50","€21,45",0,"€0,00"
PORT ELLEN 28y,Rossi&Rossi,"€175,00","€227,50",0,"€0,00"
PORT FINISH,Finlaggan,"€0,00","€0,00",0,"€0,00"
PORTO,Delaforce,"€7,14","€9,28",0,"€0,00"
PORTO,Delaforce 10y,"€14,10","€18,33",0,"€0,00"
PORTO,Delaforce Tawny,"€24,00","€31,20",0,"€0,00"
PORTO,Graham'S Res L.B.V,"€16,00","€20,80",0,"€0,00"
PORTO,Graham'S Vint.'80,"€75,00","€97,50",0,"€0,00"
PORTO,Noval 10y,"€19,16","€24,91",0,"€0,00"
PORTO,Sibona,"€16,50","€21,45",0,"€0,00"
PORTO '94,Croft,"€100,00","€130,00",0,"€0,00"
PORTO 10,Barros,"€17,00","€22,10",0,"€0,00"
PORTO 10y,Graham'S,"€22,50","€29,25",0,"€0,00"
PORTO 10y,Quinta Do Tedo,"€26,00","€33,80",0,"€0,00"
PORTO 10y OLD,Churchill,"€16,00","€20,80",0,"€0,00"
PORTO 1957,Kopke,"€224,28","€291,56",0,"€0,00"
PORTO 1961,Graham'S,"€220,00","€286,00",0,"€0,00"
PORTO 1994,Graham'S,"€85,00","€110,50",0,"€0,00"
PORTO 2004,Presidential Vint.,"€33,21","€43,17",0,"€0,00"
PORTO 2009,Taylor,"€103,20","€134,16",0,"€0,00"
PORTO 20y,Cruz,"€23,00","€29,90",0,"€0,00"
PORTO 20y,Graham'S,"€36,00","€46,80",0,"€0,00"
PORTO 20y,Quinta Do Tedo,"€52,00","€67,60",0,"€0,00"
PORTO 20y,Ramos Pinto,"€37,00","€48,10",0,"€0,00"
PORTO 20y,Taylor,"€38,80","€50,44",0,"€0,00"
PORTO 30y,Graham'S,"€74,00","€96,20",1,"€74,00"
PORTO 40y,Kopke,"€106,00","€137,80",0,"€0,00"
PORTO 40y,Taylor,"€132,00","€171,60",0,"€0,00"
PORTO BIANCO,Noval,"€10,70","€13,91",0,"€0,00"
PORTO CAPELA,Quinta Do Vesuvio,"€170,00","€221,00",0,"€0,00"
PORTO D&C,Royal,"€7,50","€9,75",0,"€0,00"
"PORTO FINEST RESERVE ""THE TAWNY""",Graham'S,"€16,00","€20,80",0,"€0,00"
PORTO L.B.V,Cruz,"€9,75","€12,68",0,"€0,00"
PORTO LBV,Nieport,"€10,25","€13,33",0,"€0,00"
PORTO LBV,Quinta Do Tedo,"€16,00","€20,80",0,"€0,00"
PORTO LBV,Ramos Pinto,"€15,50","€20,15",30,"€465,00"
PORTO LBV,Taylor,"€12,00","€15,60",0,"€0,00"
PORTO LBV ',Graham'S,"€15,85","€20,61",0,"€0,00"
PORTO LBV 2005,Dow'S,"€13,90","€18,07",0,"€0,00"
PORTO RES.COLLECTOR ADRIANO,Ramos Pinto,"€14,50","€18,85",0,"€0,00"
PORTO RESERVE,Graham'S,"€8,00","€10,40",0,"€0,00"
PORTO RESERVE 8y,Quinta Do Tedo,"€8,50","€11,05",0,"€0,00"
PORTO RUBY,Ramos Pinto,"€11,10","€14,43",2,"€22,20"
PORTO RUBY,Taylor,"€6,50","€8,45",0,"€0,00"
PORTO SELECT,Taylor,"€8,80","€11,44",0,"€0,00"
PORTO TAWNI,Presidential,"€7,10","€9,23",0,"€0,00"
PORTO TAWNY,Nieport,"€7,00","€9,10",0,"€0,00"
PORTO TAWNY,Pescarmona,"€6,30","€8,19",0,"€0,00"
PORTO TAWNY,Quinta Do Tedo,"€10,00","€13,00",0,"€0,00"
PORTO TAWNY,Ramos Pinto,"€14,05","€18,27",0,"€0,00"
PORTO VINTAGE '94,Graham'S Reserve,"€64,00","€83,20",0,"€0,00"
PORTO VINTAGE 1983,Graham'S,"€90,00","€117,00",0,"€0,00"
PORTO VINTAGE 2000,Graham'S,"€90,00","€117,00",0,"€0,00"
PORTO VINTAGE 2003,Graham'S,"€80,00","€104,00",0,"€0,00"
PORTO VINTAGE 2007,Graham'S,"€53,00","€68,90",0,"€0,00"
PORTO VINTAGE 2007,Quinta Do Tedo,"€30,60","€39,78",0,"€0,00"
PORTO VINTAGE 2011,Graham'S,"€65,00","€84,50",0,"€0,00"
PORTO VINTAGE 2015,Quinta Do Tedo,"€37,00","€48,10",0,"€0,00"
PORTO VINTAGE 2017,Dow'S,"€62,00","€80,60",0,"€0,00"
PORTO VINTAGE VARGELLAS 2017,Taylor,"€68,00","€88,40",3,"€204,00"
PORTO WHITE,Churchill,"€11,50","€14,95",0,"€0,00"
PORTO WHITE,Dow'S,"€8,90","€11,57",0,"€0,00"
PORTO WHITE,Graham'S,"€11,80","€15,34",0,"€0,00"
PORTO WHITE,Nieport,"€7,80","€10,14",0,"€0,00"
PORTO WHITE,Pescarmona,"€6,30","€8,19",0,"€0,00"
PORTO WHITE,Presidential,"€7,10","€9,23",0,"€0,00"
PORTO WHITE,Ramos Pinto,"€10,70","€13,91",0,"€0,00"
POT STILL W 100%,Shizuoka,"€143,00","€185,90",0,"€0,00"
POUILLY FUISSE,Ferraud,"€17,00","€22,10",0,"€0,00"
POWERSCOUT 10y,Fercullen,"€29,00","€37,70",0,"€0,00"
PREMIUM 2022 LIM. ED.,Stolichnaya,"€8,00","€10,40",0,"€0,00"
PROSECCO,Venegazzu,"€9,00","€11,70",0,"€0,00"
PROSECCO LIGNUM,Bonollo,"€18,50","€24,05",0,"€0,00"
PRUGNA,Pojer,"€16,50","€21,45",0,"€0,00"
PRUGNE SELVATICHE,Capovilla,"€40,00","€52,00",0,"€0,00"
PURE MALT,Hatozaki,"€29,50","€38,35",0,"€0,00"
PURE MALT,Tenjaku,"€24,00","€31,20",0,"€0,00"
PURE MALT RED ASOLO,Nikka,"€32,50","€42,25",0,"€0,00"
RATAFIA,Colazingari,"€12,50","€16,25",0,"€0,00"
RATAFIA,Fabbri,"€18,00","€23,40",6,"€108,00"
RATAFIA CILIEGIA,Rapa,"€16,00","€20,80",0,"€0,00"
RATAFIA HERBALIST,Santo Spirito,"€9,02","€11,73",0,"€0,00"
RED 15y PINOT NERO CASK,Longrow,"€60,00","€78,00",0,"€0,00"
REINE,Chartreuse,"€67,00","€87,10",2,"€134,00"
REPOSADO,Clase Azul,"€198,00","€257,40",0,"€0,00"
RHUM,Albion,"€87,00","€113,10",0,"€0,00"
RHUM,Diamond 1996,"€73,00","€94,90",0,"€0,00"
RHUM,Diamond And Port Mou,"€89,00","€115,70",0,"€0,00"
RHUM,Enmore And Port Mou,"€76,00","€98,80",0,"€0,00"
RHUM,Flor De Cana Centena,"€52,00","€67,60",0,"€0,00"
RHUM,Mourant Port,"€68,00","€88,40",0,"€0,00"
RHUM,Morty Gold,"€16,50","€21,45",0,"€0,00"
RHUM,Pusser Brithis,"€16,80","€21,84",0,"€0,00"
RHUM,Pusser Brithis 15y,"€38,85","€50,51",0,"€0,00"
RHUM '92 20y,Caroni,"€54,00","€70,20",0,"€0,00"
RHUM '94 L.E,Caroni,"€143,00","€185,90",0,"€0,00"
RHUM 10y,Clement,"€46,90","€60,97",0,"€0,00"
RHUM 12y,Caroni,"€19,90","€25,87",0,"€0,00"
RHUM 12y,Flor De Cana,"€32,65","€42,45",0,"€0,00"
RHUM 15y,Caroni,"€55,00","€71,50",0,"€0,00"
RHUM 1974,Demerara,"€188,00","€244,40",0,"€0,00"
RHUM 1998 55 GRADI,Caroni,"€61,00","€79,30",0,"€0,00"
"RHUM 1998 64,50 GRADI",Caroni,"€66,00","€85,80",0,"€0,00"
RHUM 21y,Caroni,"€280,00","€364,00",1,"€280,00"
"RHUM 90 GRADI PROOF 51,40",Caroni,"€180,00","€234,00",3,"€540,00"
RHUM JAMAICA RHAPSODY,Samaroli,"€108,00","€140,40",0,"€0,00"
RHUM RHUM,Liberation,"€35,00","€45,50",0,"€0,00"
RHUM RHUM BLANC 56°,Pmg,"€27,00","€35,10",0,"€0,00"
RHUM RISERVA,Brugal,"€30,00","€39,00",0,"€0,00"
RHUM ROSSI&ROSSI,Demerara,"€20,00","€26,00",0,"€0,00"
RHUM ROSSI&ROSSI,Demerara 23y,"€65,00","€84,50",0,"€0,00"
RHUM VIEUX 6y,Clement,"€34,50","€44,85",0,"€0,00"
RHUM VSOP,Clement,"€29,50","€38,35",0,"€0,00"
RHUM X.O,Clement,"€43,00","€55,90",0,"€0,00"
RICARD PASTIS,Ricard,"€8,50","€11,05",0,"€0,00"
RICHEMBOURG MAGN '05,Conti,"€740,00","€962,00",0,"€0,00"
RINALDI,Madeira Dolce/Dry,"€10,00","€13,00",0,"€0,00"
RIVER MENTANA GIN,Maschio Licio,"€27,00","€35,10",0,"€0,00"
ROCCANIVO,Berta,"€64,00","€83,20",0,"€0,00"
RON 10y,Eminente,"€43,00","€55,90",0,"€0,00"
RON 18y,Carupano,"€28,00","€36,40",0,"€0,00"
RON RESERVA,Eminente,"€27,50","€35,75",0,"€0,00"
ROSOLIO,Berta,"€11,00","€14,30",0,"€0,00"
ROSOLIO DI BERGAMOTTO,Italicus,"€18,00","€23,40",0,"€0,00"
ROSSO ANTICO,Rosso Antico Buton,"€14,70","€19,11",0,"€0,00"
ROYAL NAVY,Tigershark,"€75,00","€97,50",0,"€0,00"
RUCONCELLO,Petrone,"€9,00","€11,70",0,"€0,00"
RUM,Admiral Rodney,"€38,50","€50,05",0,"€0,00"
RUM,Barcelò,"€21,80","€28,34",0,"€0,00"
RUM,Bundaberg,"€29,50","€38,35",0,"€0,00"
RUM,Bumbu X.O,"€27,00","€35,10",0,"€0,00"
RUM,Carmavio 12y,"€21,00","€27,30",0,"€0,00"
RUM,Damoiseau X.O,"€34,00","€44,20",0,"€0,00"
RUM,Damoiseau 18y,"€93,00","€120,90",0,"€0,00"
RUM,Deadhead,"€29,30","€38,09",0,"€0,00"
RUM,Enmore 1995,"€74,00","€96,20",0,"€0,00"
RUM,Fiji 2014 Navy,"€30,00","€39,00",0,"€0,00"
RUM,Giamaica '98,"€14,00","€18,20",0,"€0,00"
RUM,Jamaica Wp,"€32,00","€41,60",0,"€0,00"
RUM,James Saint,"€11,00","€14,30",0,"€0,00"
RUM,James Saint 12y,"€57,00","€74,10",0,"€0,00"
RUM,Kirk & Sweeney Res.,"€28,00","€36,40",0,"€0,00"
RUM,Xm 10y,"€18,00","€23,40",0,"€0,00"
RUM,Mount Gilboa,"€22,00","€28,60",0,"€0,00"
RUM,Ocumare 12y,"€20,50","€26,65",0,"€0,00"
RUM,Papalin,"€26,50","€34,45",0,"€0,00"
RUM,Proibido,"€15,50","€20,15",0,"€0,00"
RUM,Rumbar,"€19,00","€24,70",0,"€0,00"
RUM,Rhum Rhum Liberation 58 Gradi,"€70,00","€91,00",0,"€0,00"
RUM,Rhum Rhum Liberation,"€55,50","€72,15",0,"€0,00"
RUM,Santa Teresa,"€31,50","€40,95",0,"€0,00"
RUM,Santa Teresa Selecto,"€27,00","€35,10",0,"€0,00"
RUM,Seven Tiki,"€11,00","€14,30",0,"€0,00"
RUM,Sibona,"€16,50","€21,45",12,"€198,00"
RUM,Tahiti Dark,"€14,30","€18,59",0,"€0,00"
RUM,Tiki,"€9,00","€11,70",0,"€0,00"
RUM,Uitvlugt 1997/2014,"€70,00","€91,00",0,"€0,00"
RUM,Varadero,"€15,60","€20,28",0,"€0,00"
RUM,Veritas,"€15,50","€20,15",0,"€0,00"
RUM,Worthi Park Gold,"€22,00","€28,60",0,"€0,00"
RUM,Trinidat '96,"€14,00","€18,20",0,"€0,00"
RUM,Barbados '00,"€20,00","€26,00",0,"€0,00"
RUM 10y,Don Papa,"€38,50","€50,05",0,"€0,00"
RUM 12 ANOS,Abuelo,"€23,00","€29,90",6,"€138,00"
RUM 12y,Arcane,"€29,50","€38,35",0,"€0,00"
RUM 12y,Dictator,"€21,00","€27,30",0,"€0,00"
RUM 12y,El Dorado,"€24,00","€31,20",0,"€0,00"
RUM 12y,Saint Jeams,"€49,00","€63,70",0,"€0,00"
RUM 15,Appleton,"€37,00","€48,10",0,"€0,00"
RUM 15y,Barbancourt,"€36,50","€47,45",0,"€0,00"
RUM 15y,Damoiseau,"€70,00","€91,00",0,"€0,00"
RUM 15y,El Dorado,"€33,00","€42,90",0,"€0,00"
RUM 15y,Mathusalem,"€20,00","€26,00",0,"€0,00"
RUM 1753,Hampden,"€27,00","€35,10",0,"€0,00"
RUM 17y,Caroni,"€225,00","€292,50",0,"€0,00"
RUM 1888 NEW PACKET,Brugal,"€23,00","€29,90",0,"€0,00"
RUM 18y,Caroni,"€49,00","€63,70",0,"€0,00"
RUM 18y,Maschio,"€30,50","€39,65",0,"€0,00"
RUM 1985,Old Barbados,"€305,00","€396,50",0,"€0,00"
RUM 1991,Blairmont,"€65,00","€84,50",0,"€0,00"
RUM 1993 PREMIERE,,"€122,00","€158,60",0,"€0,00"
RUM 1997,Don Diego Encantador,"€27,00","€35,10",0,"€0,00"
RUM 19y,Presidente Marti,"€24,70","€32,11",0,"€0,00"
RUM 2000,J.M,"€76,00","€98,80",0,"€0,00"
RUM 2003,Mg,"€24,50","€31,85",0,"€0,00"
RUM 2004,J.M,"€107,00","€139,10",0,"€0,00"
RUM 2005,J.M,"€108,00","€140,40",0,"€0,00"
RUM 2007,J.M,"€46,00","€59,80",0,"€0,00"
RUM 2008 15y,J.M,"€140,00","€182,00",0,"€0,00"
RUM 2009,J.M,"€47,00","€61,10",0,"€0,00"
RUM 2011,J.M,"€54,00","€70,20",0,"€0,00"
RUM 2013,J.M,"€67,00","€87,10",3,"€201,00"
RUM 20y,Dictator,"€35,00","€45,50",0,"€0,00"
